v,t
10.0,150.70000000000002
10.0,150.8
10.0,150.9
10.0,151.0
10.0,151.1
10.0,151.20000000000002
10.0,151.3
10.0,151.4
10.0,151.5
10.0,151.6
10.0,151.70000000000002
10.0,151.8
10.0,151.9
10.0,152.0
10.0,152.1
10.0,152.20000000000002
10.0,152.3
10.0,152.4
10.0,152.5
10.0,152.6
10.0,152.70000000000002
10.0,152.8
10.0,152.9
10.0,153.0
10.0,153.1
10.0,153.20000000000002
10.0,153.3
10.0,153.4
10.0,153.5
10.0,153.60000000000002
10.0,153.70000000000002
10.0,153.8
10.0,153.9
10.0,154.0
10.0,154.10000000000002
10.0,154.20000000000002
10.0,154.3
10.0,154.4
10.0,154.5
10.0,154.60000000000002
10.0,154.70000000000002
10.0,154.8
10.0,154.9
10.0,155.0
10.0,155.10000000000002
10.0,155.20000000000002
10.0,155.3
10.0,155.4
10.0,155.5
10.0,155.60000000000002
10.0,155.70000000000002
10.0,155.8
10.0,155.9
10.0,156.0
10.0,156.10000000000002
10.0,156.20000000000002
10.0,156.3
10.0,156.4
10.0,156.5
10.0,156.60000000000002
10.0,156.70000000000002
10.0,156.8
10.0,156.9
10.0,157.0
10.0,157.10000000000002
10.0,157.20000000000002
10.0,157.3
10.0,157.4
10.0,157.5
10.0,157.60000000000002
10.0,157.70000000000002
10.0,157.8
10.0,157.9
10.0,158.0
10.0,158.10000000000002
10.0,158.20000000000002
10.0,158.3
10.0,158.4
10.0,158.5
10.0,158.60000000000002
10.0,158.70000000000002
10.0,158.8
10.0,158.9
10.0,159.0
10.0,159.10000000000002
10.0,159.20000000000002
10.0,159.3
10.0,159.4
10.0,159.5
10.0,159.60000000000002
10.0,159.70000000000002
10.0,159.8
10.0,159.9
10.0,160.0
10.0,160.10000000000002
10.0,160.20000000000002
10.0,160.3
10.0,160.4
10.0,160.5
10.0,160.60000000000002
10.0,160.70000000000002
10.0,160.8
10.0,160.9
10.0,161.0
10.0,161.10000000000002
10.0,161.20000000000002
10.0,161.3
10.0,161.4
10.0,161.5
10.0,161.60000000000002
10.0,161.70000000000002
10.0,161.8
10.0,161.9
10.0,162.0
10.0,162.10000000000002
10.0,162.20000000000002
10.0,162.3
10.0,162.4
10.0,162.5
10.0,162.60000000000002
10.0,162.70000000000002
10.0,162.8
10.0,162.9
10.0,163.0
10.0,163.10000000000002
10.0,163.20000000000002
10.0,163.3
10.0,163.4
10.0,163.5
10.0,163.60000000000002
10.0,163.70000000000002
10.0,163.8
10.0,163.9
10.0,164.0
10.0,164.10000000000002
10.0,164.20000000000002
10.0,164.3
10.0,164.4
10.0,164.5
10.0,164.60000000000002
10.0,164.70000000000002
10.0,164.8
10.0,164.9
10.0,165.0
10.0,165.10000000000002
10.0,165.20000000000002
10.0,165.3
10.0,165.4
10.0,165.5
10.0,165.60000000000002
10.0,165.70000000000002
10.0,165.8
10.0,165.9
10.0,166.0
10.0,166.10000000000002
10.0,166.20000000000002
10.0,166.3
10.0,166.4
10.0,166.5
10.0,166.60000000000002
10.0,166.70000000000002
10.0,166.8
10.0,166.9
10.0,167.0
10.0,167.10000000000002
10.0,167.20000000000002
10.0,167.3
10.0,167.4
10.0,167.5
10.0,167.60000000000002
10.0,167.70000000000002
10.0,167.8
10.0,167.9
10.0,168.0
10.0,168.10000000000002
10.0,168.20000000000002
10.0,168.3
10.0,168.4
10.0,168.5
10.0,168.60000000000002
10.0,168.70000000000002
10.0,168.8
10.0,168.9
10.0,169.0
10.0,169.10000000000002
10.0,169.20000000000002
10.0,169.3
10.0,169.4
10.0,169.5
10.0,169.60000000000002
10.0,169.70000000000002
10.0,169.8
10.0,169.9
10.0,170.0
10.0,170.10000000000002
10.0,170.20000000000002
10.0,170.3
10.0,170.4
10.0,170.5
10.0,170.60000000000002
10.0,170.70000000000002
10.0,170.8
10.0,170.9
10.0,171.0
10.0,171.10000000000002
10.0,171.20000000000002
10.0,171.3
10.0,171.4
10.0,171.5
10.0,171.60000000000002
10.0,171.70000000000002
10.0,171.8
10.0,171.9
10.0,172.0
10.0,172.10000000000002
10.0,172.20000000000002
10.0,172.3
10.0,172.4
10.0,172.5
10.0,172.60000000000002
10.0,172.70000000000002
10.0,172.8
10.0,172.9
10.0,173.0
10.0,173.10000000000002
10.0,173.20000000000002
10.0,173.3
10.0,173.4
10.0,173.5
10.0,173.60000000000002
10.0,173.70000000000002
10.0,173.8
10.0,173.9
10.0,174.0
10.0,174.10000000000002
10.0,174.20000000000002
10.0,174.3
10.0,174.4
10.0,174.5
10.0,174.60000000000002
10.0,174.70000000000002
10.0,174.8
10.0,174.9
10.0,175.0
10.0,175.10000000000002
10.0,175.20000000000002
10.0,175.3
10.0,175.4
10.0,175.5
10.0,175.60000000000002
10.0,175.70000000000002
10.0,175.8
10.0,175.9
10.0,176.0
10.0,176.10000000000002
10.0,176.20000000000002
10.0,176.3
10.0,176.4
10.0,176.5
10.0,176.60000000000002
10.0,176.70000000000002
10.0,176.8
10.0,176.9
10.0,177.0
10.0,177.10000000000002
10.0,177.20000000000002
10.0,177.3
10.0,177.4
10.0,177.5
10.0,177.60000000000002
10.0,177.70000000000002
10.0,177.8
10.0,177.9
10.0,178.0
10.0,178.10000000000002
10.0,178.20000000000002
10.0,178.3
10.0,178.4
10.0,178.5
10.0,178.60000000000002
10.0,178.70000000000002
10.0,178.8
10.0,178.9
10.0,179.0
10.0,179.10000000000002
10.0,179.20000000000002
10.0,179.3
10.0,179.4
10.0,179.5
10.0,179.60000000000002
10.0,179.70000000000002
10.0,179.8
10.0,179.9
